Sentimen;Text;
positif;Pakai kesempatan ini program makan bergizi gratis udah bisa dinikmati di 31 provinsi;
negatif;infokan makan siang bergizi gratis buat sebulan;
negatif;program makan bergizi gratis memberikan manfaat untuk memenuhi gizi nasional Program ini bertujuan untuk meningkatkan gizi anakanak Indonesia khususnya di daerah pedalaman yang rentan terhadap stunting dan malnutrisi;
negatif;Buat yang nyari hidup sehat program makan bergizi gratis hadir di 31 provinsi;
positif;Program makan bergizi gratis memberikan manfaat untuk memenuhi gizi nasional;
positif;Siap untuk mengawal Makan Bergizi Gratis;
positif;Pastikan ikut program makan bergizi gratis di 31 provinsi;
positif;Di 31 provinsi sudah ada program makan bergizi gratis yuk samasama kita jalanin;
positif;Program makan bergizi gratis MBG kini resmi menjadi salah satu bagian dari pendidikan karakter di sekolah H;
positif;Menginspirasi 31 provinsi dapat akses makan bergizi gratis;
negatif;Sehat bareng Program Makan Bergizi Gratis yang tersebar di 31 provinsi;
positif;Program makan bergizi gratis resmi hadir di 31 provinsi Ayo cek ketersediaannya;
positif;Sehat itu penting banget Manfaatkan program makan bergizi gratis yang kini ada di 31 provinsi;
positif;Gerakan positif Makan bergizi gratis kini ada di 31 provinsi Yuk kita ikutan;
positif;31 provinsi udah kebagian ya makan bergizi gratis;
negatif;Program Makan Bergizi Gratis ciptakan generasi yang sehat dan produktif untuk masa depan Indonesia;
positif;Program makan bergizi gratis udah melebar ke 31 provinsi Ayo kita sehat bareng;
negatif;Janji kampanye aja gak ada realisasi nya Efisiensi supaya gak naikin pajak gagal Naikin gaji guru gagal Berantas korupsi gagal Makan tak Bergizi tak Gratis oke lah masih butuh waktu Buka lapangan kerja malah pabrik tutup Survei nya di;
negatif;Pengelola kantin di sejumlah sekolah di SurabayaSidoarjo siapsiap beralih hanya jual makanan dan minuman ringan Alasannya kata Hadi Prayinto pengelola kantin penjualan menu nasi bungkus turun 50 persen dampak program Makan Bergizi Gratis newsodprn Foto Wildan;
positif;Yuk manfaatkan momen ini program makan bergizi gratis sudah sampai 31 provinsi;
positif;Gerakan makan bergizi gratis sukses sampai ke 31 provinsi hidup jadi lebih bermakna;
positif;Wah 31 provinsi udah bisa nikmatin program makan bergizi gratis;
positif;Bagikan kabar baik sekarang makan bergizi gratis sudah ada di 31 provinsi;
negatif;Pesanya tdk jelas lbh ke Intimidasi bagi Penerima MBGmakan Bergizi gratis Dan sangat disayangkan Penampilanya dlm vidio yg diunggah tanpa make baju Ditambah dg Narasi yg tdk jelas;
positif;Good news buat kita semua 31 provinsi udah bisa dapet makan bergizi gratis;
positif;Kamu di 31 provinsi Yuk coba program makan bergizi gratis;
positif;Program makan bergizi gratis banyak masalahnya Sebaiknya dananya digunakan untuk program pendidikan gratis hingga Perguruan Tinggi;
positif;Program makan bergizi gratis kini merata di 31 provinsi Saatnya kita hidup lebih sehat;
positif;Ayo 31 provinsi punya program makan bergizi gratis kita manfaatkan bersama;
positif;Hebat Program makan bergizi gratis udah cover 31 provinsi;
positif;Indonesia siap jadi sehat Program makan bergizi gratis sampai ke 31 provinsi;
positif;Yuk ikutan program makan bergizi gratis yang udah ada di 31 provinsi Sehat itu penting;
positif;Satu langkah sehat Program makan bergizi gratis sudah di 31 provinsi;
positif;Program Makan Bergizi Gratis dengan gizi yang terpenuhi sejak dini guna menuju Indonesia Emas 2045;
positif;Program Makan Bergizi Gratis guna menjadi generasi yang cerdas dapat bersaing di tingkat global;
positif;program makan siang bergizi gratis for vampires;
positif;Program makan bergizi gratis memberi arti baru pada kesehatan di 31 provinsi;
positif;MAKAN BERGIZI GRATIS MEMBERIKAN MANFAAT YANG SANGAT BESAR UNTUK ANAK PEDALAMAN DAN KURANG MAMPU;
positif;PROGRAM MAKAN BERGIZI GRATIS MBG MEMBERIKAN MANFAAT NYATA BAGI MASYARAKAT PEDALAMAN;
positif;Program makan bergizi gratis makin luas udah sampe ke 31 provinsi;
negatif;Yg dibutuhkan masyarakat lapangan pekerjaan dgn gaji yg layak untuk bisa menghidupi keluarganya dijawab pemerintah dengan makan bergizi gratis buat anak sekolah Yg sakit kepala diberi obat sakit perut Inilah realita hidup di Konoha;
positif;Edukasi sehat Program makan bergizi gratis menyentuh 31 provinsi yuk manfaatkan;
negatif;Makan bergizi gratis Fear factor;
negatif;Sesat Pikir Deddy Corbuzier Terhadap Makan Bergizi Gratis;
negatif;Memang masih sangat bagus serie A jika dinandingkeun dg serie A jaman sd tpi urung makan bergizi gratis Lensa olahraga mesti memberitakan fiorentina vs Chievo verona opo di Natale udinese vs Giovinco parma Kualitas masih sama plek ketiplek;
negatif;Program makan bergizi gratis makin ke sini makin tidak jelas Masa serangga dan ulat dijadikan sumber protein Nggak semua serangga bisa dikonsumsi Paham nggak sih Ya gini ini kalo milih pemimpin yg sukanya joged ok gas ok gas mencret gas;
negatif;Program Makan Bergizi Gratis adalah inisiatif yang baik tetapi masih perlu perbaikan Kritik dari anakanak seharusnya menjadi bahan evaluasi sementara tokoh publik seperti Deddy sebaiknya lebih berhatihati dalam menyampaikan opini agar tidak terkesan menekan suara anakanak;
negatif;Lama2 anak2 malas ke sekolah gara2 ogah ketemu makan bergizi gratis pak;
negatif;Saya mau berpendapat tentang isu makan bergizi gratis yang di komentari anak kecil kalau tidak enak;
positif;ngasih makan bergizi gratis sambil jaga kelistrikan PLN buktiin lagi kalo mereka lebih dari sekedar penyedia listrik solid banget;
positif;keren sih PLN sampe support program makan bergizi gratis dari pemerintah listrik aman nutrisi juga aman mantap banget;
negatif;Indonesia tidak butuh pendidikan gratis Indonesia buruh MAKAN SIANG GRATIS BERGIZI;
positif;Awalnya Makan bergizi gratis makin kesini pokok dapet makan gratis Kaya gini kok pengen mencerdaskan anak bangsa melalui progam MBG;
negatif;Itu serangganya dibuat pepesan yaa pak Atau bapak punya resep yg lain buat mengolah serangga menjadi menu makan bergizi gratis Mohon pencerahannya;
positif;seharusnya makan bergizi gratis yg berkualitas diutamakan bg daerah2 yg sangat miskin drpd seluruh negeri tp tdk berkualitas;
negatif;semua aja buat makan bergizi gratis;
negatif;Pandemi juga kekurangan makan Bergizi Gratis;
negatif;research dulu jg dgn kondisi wilayah Indonesia justru di beberapa wilayah itu bisa didapat secara murah karena ketersediaan nya banyak Point penting nya adalah menu makan gratis tidak seharusnya melulu harus ayam melainkan bisa digant;
negatif;Janji politik yang tidak seharusnya dan dipaksakan sama seperti makan bergizi gratis mengorbankan kebijakan yg lainnya;
negatif;wapres kerjanya jumpa fans makan bergizi gratis;
positif;Terbaik Makan Bergizi Gratis langkah nyata pemerintah untuk membangun generasi Indonesia sehat;
negatif;Serangga Jadi Menu Alternative Baru Untuk Program Makan Bergizi Gratis;
negatif;Di Jakarta siswa menikmati ayam daging atau telur di menu makan bergizi gratis Tapi di daerah lain seperti Jawa Tengah dan Indonesia Timur Menu alternatif mereka bisa berupa belalang atau ulat sagu Kepala Badan Gizi Nasional Dadan Hindayana menyebut ini sebagai;
positif;Unruk evaluasi Bpk Presiden  Makan Bergizi Gratis;
negatif;Ni org perlu di laporin ke Gibran supaya dikasih makan bergizi gratis;
negatif;Request pak laron jangkrik dan belalang menu makan bergizi gratis untuk anakanak kitaMantap Indonesia Setuju nggak min;
negatif;daging babi juga sangat bergizi amp;
negatif;program makan alternatif bergizi gratis;
negatif;Wah Peluang besar nih Mati kita berburu serangga Pasti laku keras utk proyek makan bergizi gratis Apalagi jika domisili dekat hutan Pasti mantap;
negatif;Nanti setelah serangga bisa jadi ulat cacing laron sebagai menu makan bergizi gratis Idenya sungguh trewelu;
negatif;Ndut kenapa sampe sekarang tidak ada berita lu dan jajaran lu siap potong gaji 70 beserta tunjangannya untuk mensukseskan program Makan Bergizi gratis alias program yg belum lu rencanakan dengan matang itu;
positif;good job Makan bergizi gratis bikin generasi makin oke;
positif;semangat terus buat program makan bergizi gratis ini;
positif;dukungan penuh buat program makan bergizi gratis yuk semangat;
positif;Baiknya ganti nama program sampean pak   Misal makan bergizi yg paling murah gratis;
positif;Seandainya Makan Bergizi Gratis memberatkan PEMERINTAH BATALIN aja  Dan fokus dgn pendidikan bagi calon penerus bangsa;
negatif;KEREN Dah NKRI Kalo Benar BGN Buka Peluang SERANGGA Jadi MENU MAKAN BERGIZI GRATIS Jaman Dulu Belom Ada Program MAKAN BERGIZI GRATIS Siap2 TERNAK SERANGGA;
negatif;Program Makan Bergizi Gratis MBG bukan hanya investasi dalam kesehatan tetapi juga dalam ekonomi Indonesia Generasi sehat masa depan ekonomi yang lebih kuat;
negatif;Dimulai dr susu ikan lalu protein daun kelor lalu kini menu serangga Makan bergizi gratis bikin kreatif pejabat RI;
negatif;Ya Allah makin speechless lihat progres program makan siang gratis ini kalau nggak mampu dilaksanakan stop sajalah mungkin iya serangga macam belalang itu berprotein tinggi tapi masak mau disajikan untuk anakanak dan bilang itu makanan bergizi;
negatif;hasilnya makan siang gratis bergizi pakai serangga;
negatif;kelihatannya semakin ramai dgn program makan bergizi gratis dari keinginan kontribusi lembaga keagamaan pengawalan makan gratis sekarang soal serangga gimana kalau beliau badan gizi nasional memberi contoh makan serangga selama program berjalan;
negatif;Kepala Badan Gizi Nasional Serangga Bisa Jadi Menu Makan Bergizi Gratis  Pak Bowo;
positif;Setiap suapan yang bergizi adalah langkah menuju kesehatan yang lebih baik Mari dukung program Makan Bergizi Gratis;
negatif;Tunggu berita anak SD menjerit begitu buka box ada belalang dan ulat sagu menu makan bergizi gratis Orang dewasa sekretaris kantor aja pasti kaget dpt catering bgt;
negatif;Lama2 cacing tanah nnti jadi saran untuk lauk makan bergizi gratis;
positif;Program makan bergizi gratis sangat dirasakan manfaatnya khususnya oleh anakanak Indonesia di wilayah timur;
positif;Program Makan Bergizi Gratis adalah langkah nyata dalam menciptakan masyarakat yang sehat dan produktif Mari kita dukung bersama;
negatif;Indonesia kurang kaya bagaimana lagi tambang saja masuk UMKM Saking pinternya pa kurang makan gratis bergizi;
negatif;Pemerintah serius nggak sih dengan program makan bergizi gratis;
negatif;Pak  kok angkat org macam ini ya kesannya makan bergizi gratis gak ada dananya maksa2 apa aja mau di kasih Padahal pak  lantang bilang DANANYA ADA mestinya bawahannya gak usah nyari2 alternatif kayak gini yg normal saja ayam;
negatif;Jadi harus beternak serangga dulu untuk memenuhi permintaan pinpro makan siang bergizigratis;
negatif;Food vlogger ada yg berani review makan bergizi gratis Review jujur orang dewasa yg review anak kecil kasian soalnya disuruh bersyukur dan dikatain orang dewasa;
negatif;Makan Bergizi Gratis MBG itu untuk melaksanakan program WEF Kenapa sih mesti ikut WEF;
negatif;Jadi semua Makan bergizi gratis masakan Sanji;
negatif;Ini makan bergizi gratis atau lomba survival  Makin ke sini kok makin ke sono Kalau tidak cukup anggaran jangan dipaksakan hentikan atau prioritaskan sekolah2 yang membutuhkan tapi beri mereka makanan yg layak Cerminannya kalau diberikan ke an;
negatif;Kan nanti ada Makan Bergizi Gratis;
positif;Program makan bergizi gratis memberikan manfaat untuk memenuhi gizi nasional Program ini bertujuan untuk meningkatkan gizi anakanak Indonesia khususnya di daerah pedalaman yang rentan terhadap stunting dan malnutrisi;
negatif;Cerdas Brilliance Out of the box BGN Buka Peluang Serangga Jadi Menu Makan Bergizi Gratis;
negatif;menu makan gratis loh udh gk ada bergizi nya;
negatif;Berburu Dana untuk Makan Bergizi Gratis;
negatif;Makan siang gratis Amerika th 1946 untuk persiapkan generasi siap perang Indonesia th 2025 makan bergizi gratis untuk persiapan generasi menuju Indonesia emas;
negatif;Makin ide makan bergizi gratis nya ya pak;
negatif;Emang Sampah Ngerjain hal siasiaaa Negara mau bangkrut ajaa wkwkwk sok2 makan bergizi gratis SM sama prab tau ga akan ada invest darj luar makanya mending nyusahin rakyat sama pegawai Mereka tau indon ga ada harga diri;
positif;harus kasih gw makan siang gratis bergizi dl  harga norma;
negatif;kucing gk dpt program makan bergizi gratis nil;
negatif;Sate kecoa juga bergizi Kang Gibran Manto menghemat biaya makan siang gratis;
positif;Mari dukung Makan Bergizi Gratis dalam menuju Indonesia yang gemilang dan sehat;
negatif;walaupun kondisi kantong sedang menjerit di akhir bulan sesekali boleh lah ya nyobain makan siang tidak gratis dengan menu makanan yang agak mahal dari biasanya karena sehat itu tidak murah pilih makanan bergizi selamat hari gizi nasional;
negatif;Ntar kita bantuin tangkap nyamuk lalat kecoa dan semua serangga yg ada di rumah kita tuk disumbangkan buat proyek bergizi gratis Nanti anak2 dan keponakan wapres juga suruh makan;
negatif;Gizi seimbang merupakan fondasi penting untuk mewujudkan Generasi Indonesia Emas yang sehat cerdas dan produktif Ini juga yang jadi semangat program Makan Bergizi Gratis yang diluncurkan beberapa waktu lalu Yuk samasama kita dukung program ini Selamat Hari Gizi Nasional;
negatif;Itu mah nggak jadi makan bergizi gratis;
negatif;Yaa salaaaaam  Dikira kadal kalik  Badan Gizi Serangga Bisa Jadi Protein Makan Bergizi Gratis di Daerah;
positif;Saya sependapat dengan KPAI KPAI Anggap Ujaran Deddy Corbuzier Soal Makan Bergizi Gratis Tergolong Kekerasan Psikologis;
negatif;atas nya bilang kek gitu yg bawah ngehina kang es teh muridnya penghina es teh nakut2in anak2 yg dapet Makan bergizi gratis komplit;
positif;Iya udah masuk SD dan bisa dapat makan bergizi gratis;
positif;Program makan bergizi gratis telah memberikan perubahan;
positif;Percepatan Pencapaian Gizi Nasional Menu makan bergizi gratis menjadi langkah percepat pencapaian kecukupan gizi;
positif;Makan Bergizi Gratis untuk Kesehatan Nasional Pemerintah pastikan makan bergizi gratis untuk atasi masalah gizi buruk di Indonesia;
positif;Menu Bergizi Gratis di Setiap Daerah Program makan bergizi gratis diluncurkan untuk meningkatkan angka kecukupan gizi;
positif;Mari wujudkan keadilan gizi bagi seluruh anakanak Indonesia melalui makan bergizi gratis;
positif;Makan bergizi gratis adalah langkah kecil dengan dampak besar untuk masa depan bangsa;
positif;Makan Bergizi Gratis pemerataan gizi Indonesia;
positif;Makan bergizi gratis adalah langkah nyata untuk membangun Indonesia yang lebih sehat dan kuat;
positif;Program makan bergizi gratis adalah wujud nyata cinta pada generasi penerus bangsa;
positif;Gerakan makan bergizi gratis memberikan solusi bagi masalah gizi anakanak Indonesia;
positif;Makan bergizi gratis untuk seluruh anak indonesia;
negatif;Wah mantap nih Pak Menteri Tapi jangan lupa ya kalo mau makan bergizi gratis mending invest di KOLIN dulu biar bisa makan enak terus Gak perlu nunggu program pemerintah;
negatif;Kini yang terbaru upaya memberantas gizi buruk dan meningkatkan kualitas hidup masyarakat melalui Program Makan Bergizi Gratis MBG pemerintahan Presiden Prabowo Subianto sudah mulai dijalankan secara serentak di 26 provinsi pada 6 Januari 2025 lalu;
positif;Alternatif makan gratis bergizi daerah karesidenan Surakarta bisa dg NASI TIWOEL;
negatif;Hemat buat makan bergizi gratis It s not worth it Dengan kabinet jumbo dia Dengan isinya orang orang yang incompetent Isinya pelawak handal ke public;
positif;Protein ikan berkontribusi terhadap gizi masyarakat Indonesia agar kuat sehat dan cerdas serta menjadi asupan dalam program Makan Bergizi Gratis;
negatif;Hubungannya makan bergizi gratis dengan karakter itu bagaimana ya Kan siswanya tinggal makan saja yang menyiapkan dan yang bayar bukan mereka;
positif;seneng sih sama program makan bergizi gratis ini tapi kok terkesan maksa banget ngambil anggarannya dari manamana;
